"variable","variable_comp","t_literal","p_t_literal","correlation_literal","p_correlation_literal","t_sentimental","p_t_sentimental","correlation_sentimental","p_correlation_sentimental","t_joined","p_t_joined","correlation_joined","p_correlation_joined"
"dependency_distance_mean","token_length_median",-50.64,"****",-0.1,"*",-42.96,"****",-0.27,"****",-65.76,"****",-0.2,"****"
"dependency_distance_mean","syllables_per_token_median",1.95,"ns",-0.08,"ns",5.26,"****",-0.27,"****",5.3,"****",-0.2,"****"
"prop_adjacent_dependency_relation_std","flesch_kincaid_grade",-65.06,"****",-0.16,"***",-50.79,"****",-0.22,"****",-80.38,"****",-0.2,"****"
"prop_adjacent_dependency_relation_std","coleman_liau_index",-68.22,"****",-0.19,"****",-53.61,"****",-0.2,"****",-84.6,"****",-0.2,"****"
"arousal","prop_adjacent_dependency_relation_mean",156.24,"****",-0.03,"ns",163.33,"****",-0.14,"**",191.41,"****",-0.19,"****"
"sentence_length_median","sentence_length_std",37.52,"****",-0.2,"****",34.08,"****",-0.17,"***",50.51,"****",-0.19,"****"
"sentence_length_std","sentence_length_median",-37.52,"****",-0.2,"****",-34.08,"****",-0.17,"***",-50.51,"****",-0.19,"****"
"proportion_unique_tokens","flesch_reading_ease",-5.54,"****",-0.24,"****",-8,"****",-0.21,"****",-9.66,"****",-0.19,"****"
"flesch_reading_ease","proportion_unique_tokens",5.54,"****",-0.24,"****",8,"****",-0.21,"****",9.66,"****",-0.19,"****"
"gunning_fog","dependency_distance_std",61.76,"****",-0.17,"***",48.96,"****",-0.2,"****",77.06,"****",-0.19,"****"
"coleman_liau_index","dependency_distance_std",67.72,"****",-0.18,"***",53.1,"****",-0.19,"****",83.89,"****",-0.19,"****"
"lix","dependency_distance_std",77.64,"****",-0.18,"***",59.03,"****",-0.19,"****",94.34,"****",-0.19,"****"
"dependency_distance_std","gunning_fog",-61.76,"****",-0.17,"***",-48.96,"****",-0.2,"****",-77.06,"****",-0.19,"****"
"dependency_distance_std","coleman_liau_index",-67.72,"****",-0.18,"***",-53.1,"****",-0.19,"****",-83.89,"****",-0.19,"****"
"dependency_distance_std","lix",-77.64,"****",-0.18,"***",-59.03,"****",-0.19,"****",-94.34,"****",-0.19,"****"
"prop_adjacent_dependency_relation_mean","arousal",-156.24,"****",-0.03,"ns",-163.33,"****",-0.14,"**",-191.41,"****",-0.19,"****"
"imageability","dependency_distance_mean",87,"****",-0.17,"***",52.72,"****",-0.2,"****",88.44,"****",-0.18,"****"
"sentence_length_mean","sentence_length_std",38,"****",-0.19,"****",34.41,"****",-0.16,"***",51.08,"****",-0.18,"****"
"sentence_length_std","sentence_length_mean",-38,"****",-0.19,"****",-34.41,"****",-0.16,"***",-51.08,"****",-0.18,"****"
"sentence_length_std","coleman_liau_index",-64.08,"****",-0.18,"***",-50.1,"****",-0.18,"***",-79.32,"****",-0.18,"****"
"n_tokens","livingArea",-23.94,"****",-0.25,"****",-24.06,"****",-0.11,"*",-33.96,"****",-0.18,"****"
"n_unique_tokens","livingArea",-24.1,"****",-0.25,"****",-24.13,"****",-0.11,"*",-34.12,"****",-0.18,"****"
"gunning_fog","prop_adjacent_dependency_relation_std",62.26,"****",-0.15,"**",49.47,"****",-0.19,"****",77.77,"****",-0.18,"****"
"coleman_liau_index","sentence_length_std",64.08,"****",-0.18,"***",50.1,"****",-0.18,"***",79.32,"****",-0.18,"****"
"lix","prop_adjacent_dependency_relation_std",77.83,"****",-0.17,"***",59.23,"****",-0.17,"***",94.61,"****",-0.18,"****"
"dependency_distance_mean","imageability",-87,"****",-0.17,"***",-52.72,"****",-0.2,"****",-88.44,"****",-0.18,"****"
"prop_adjacent_dependency_relation_std","gunning_fog",-62.26,"****",-0.15,"**",-49.47,"****",-0.19,"****",-77.77,"****",-0.18,"****"
"prop_adjacent_dependency_relation_std","lix",-77.83,"****",-0.17,"***",-59.23,"****",-0.17,"***",-94.61,"****",-0.18,"****"
"livingArea","n_tokens",23.94,"****",-0.25,"****",24.06,"****",-0.11,"*",33.96,"****",-0.18,"****"
"livingArea","n_unique_tokens",24.1,"****",-0.25,"****",24.13,"****",-0.11,"*",34.12,"****",-0.18,"****"
"arousal","syllables_per_token_median",39.14,"****",-0.02,"ns",48.56,"****",-0.23,"****",58.91,"****",-0.17,"****"
"token_length_median","sentence_length_std",55.74,"****",-0.15,"**",49.2,"****",-0.19,"****",73.95,"****",-0.17,"****"
"token_length_median","n_characters",-49.02,"****",-0.17,"***",-46.78,"****",-0.18,"****",-67.58,"****",-0.17,"****"
"sentence_length_std","token_length_median",-55.74,"****",-0.15,"**",-49.2,"****",-0.19,"****",-73.95,"****",-0.17,"****"
"sentence_length_std","syllables_per_token_median",-18.07,"****",-0.14,"**",-13.38,"****",-0.19,"****",-22.07,"****",-0.17,"****"
"syllables_per_token_median","arousal",-39.14,"****",-0.02,"ns",-48.56,"****",-0.23,"****",-58.91,"****",-0.17,"****"
"syllables_per_token_median","sentence_length_std",18.07,"****",-0.14,"**",13.38,"****",-0.19,"****",22.07,"****",-0.17,"****"
"n_tokens","age",-42.82,"****",-0.3,"****",-43.69,"****",-0.04,"ns",-61.18,"****",-0.17,"****"
"n_characters","token_length_median",49.02,"****",-0.17,"***",46.78,"****",-0.18,"****",67.58,"****",-0.17,"****"
"prop_adjacent_dependency_relation_std","livingArea",-26.86,"****",-0.16,"***",-26.85,"****",-0.17,"***",-38,"****",-0.17,"****"
"age","n_tokens",42.82,"****",-0.3,"****",43.69,"****",-0.04,"ns",61.18,"****",-0.17,"****"
"livingArea","prop_adjacent_dependency_relation_std",26.86,"****",-0.16,"***",26.85,"****",-0.17,"***",38,"****",-0.17,"****"
"token_length_mean","sentence_length_std",71.78,"****",-0.15,"**",61.51,"****",-0.17,"***",93.66,"****",-0.16,"****"
"sentence_length_std","token_length_mean",-71.78,"****",-0.15,"**",-61.51,"****",-0.17,"***",-93.66,"****",-0.16,"****"
"sentence_length_std","syllables_per_token_mean",-21.66,"****",-0.12,"**",-17.49,"****",-0.19,"****",-27.56,"****",-0.16,"****"
"syllables_per_token_mean","sentence_length_std",21.66,"****",-0.12,"**",17.49,"****",-0.19,"****",27.56,"****",-0.16,"****"
"n_unique_tokens","age",-45.37,"****",-0.3,"****",-44.86,"****",-0.04,"ns",-63.83,"****",-0.16,"****"
"n_characters","livingArea",-6.96,"****",-0.25,"****",-8.12,"****",-0.07,"ns",-10.67,"****",-0.16,"****"
"dependency_distance_std","livingArea",-26.83,"****",-0.12,"**",-26.81,"****",-0.2,"****",-37.95,"****",-0.16,"****"
"age","n_unique_tokens",45.37,"****",-0.3,"****",44.86,"****",-0.04,"ns",63.83,"****",-0.16,"****"
"livingArea","n_characters",6.96,"****",-0.25,"****",8.12,"****",-0.07,"ns",10.67,"****",-0.16,"****"
"livingArea","dependency_distance_std",26.83,"****",-0.12,"**",26.81,"****",-0.2,"****",37.95,"****",-0.16,"****"
"concreteness","dependency_distance_mean",78.47,"****",-0.11,"*",41.56,"****",-0.18,"****",72.14,"****",-0.15,"****"
"sentence_length_std","livingArea",-26.67,"****",-0.13,"**",-26.64,"****",-0.18,"***",-37.71,"****",-0.15,"****"
"n_sentences","age",-75.17,"****",-0.23,"****",-74.99,"****",-0.08,"ns",-106.23,"****",-0.15,"****"
"dependency_distance_mean","concreteness",-78.47,"****",-0.11,"*",-41.56,"****",-0.18,"****",-72.14,"****",-0.15,"****"
"prop_adjacent_dependency_relation_mean","prop_adjacent_dependency_relation_std",94.26,"****",-0.22,"****",75.66,"****",-0.06,"ns",117.3,"****",-0.15,"****"
"prop_adjacent_dependency_relation_std","prop_adjacent_dependency_relation_mean",-94.26,"****",-0.22,"****",-75.66,"****",-0.06,"ns",-117.3,"****",-0.15,"****"
"age","n_sentences",75.17,"****",-0.23,"****",74.99,"****",-0.08,"ns",106.23,"****",-0.15,"****"
"livingArea","sentence_length_std",26.67,"****",-0.13,"**",26.64,"****",-0.18,"***",37.71,"****",-0.15,"****"
"concreteness","flesch_reading_ease",-2.64,"**",-0.05,"ns",-6.18,"****",-0.16,"***",-6.42,"****",-0.14,"****"
"imageability","n_unique_tokens",-25.41,"****",-0.26,"****",-26.39,"****",-0.12,"*",-36.51,"****",-0.14,"****"
"sentence_length_std","age",-76.25,"****",-0.19,"****",-75.82,"****",-0.09,"ns",-107.59,"****",-0.14,"****"
"n_unique_tokens","imageability",25.41,"****",-0.26,"****",26.39,"****",-0.12,"*",36.51,"****",-0.14,"****"
"flesch_reading_ease","concreteness",2.64,"**",-0.05,"ns",6.18,"****",-0.16,"***",6.42,"****",-0.14,"****"
"age","sentence_length_std",76.25,"****",-0.19,"****",75.82,"****",-0.09,"ns",107.59,"****",-0.14,"****"
"concreteness","n_unique_tokens",-26.38,"****",-0.26,"****",-28.46,"****",-0.13,"**",-38.57,"****",-0.13,"****"
"syllables_per_token_mean","n_characters",-51.76,"****",-0.12,"*",-49.54,"****",-0.15,"***",-71.47,"****",-0.13,"****"
"n_unique_tokens","concreteness",26.38,"****",-0.26,"****",28.46,"****",-0.13,"**",38.57,"****",-0.13,"****"
"n_characters","syllables_per_token_mean",51.76,"****",-0.12,"*",49.54,"****",-0.15,"***",71.47,"****",-0.13,"****"
"prop_adjacent_dependency_relation_std","age",-79.06,"****",-0.18,"****",-79.04,"****",-0.09,"ns",-111.86,"****",-0.13,"****"
"age","prop_adjacent_dependency_relation_std",79.06,"****",-0.18,"****",79.04,"****",-0.09,"ns",111.86,"****",-0.13,"****"
"concreteness","coleman_liau_index",-49.2,"****",0.04,"ns",-40.75,"****",0.12,"*",-62.4,"****",0.13,"****"
"proportion_unique_tokens","automated_readability_index",-57.72,"****",0.17,"***",-45.18,"****",0.14,"**",-71.52,"****",0.13,"****"
"n_sentences","timeTaken",-39.56,"****",0.03,"ns",-39.54,"****",0.23,"****",-55.97,"****",0.13,"****"
"flesch_reading_ease","prop_adjacent_dependency_relation_std",6.14,"****",0.09,"ns",8.51,"****",0.16,"***",10.43,"****",0.13,"****"
"automated_readability_index","proportion_unique_tokens",57.72,"****",0.17,"***",45.18,"****",0.14,"**",71.52,"****",0.13,"****"
"coleman_liau_index","concreteness",49.2,"****",0.04,"ns",40.75,"****",0.12,"*",62.4,"****",0.13,"****"
"lix","livingArea",-13.43,"****",0.1,"*",-14.11,"****",0.16,"***",-19.48,"****",0.13,"****"
"rix","age",-68.12,"****",0.04,"ns",-69.82,"****",0.24,"****",-97.53,"****",0.13,"****"
"prop_adjacent_dependency_relation_std","flesch_reading_ease",-6.14,"****",0.09,"ns",-8.51,"****",0.16,"***",-10.43,"****",0.13,"****"
"age","rix",68.12,"****",0.04,"ns",69.82,"****",0.24,"****",97.53,"****",0.13,"****"
"livingArea","lix",13.43,"****",0.1,"*",14.11,"****",0.16,"***",19.48,"****",0.13,"****"
"timeTaken","n_sentences",39.56,"****",0.03,"ns",39.54,"****",0.23,"****",55.97,"****",0.13,"****"
"concreteness","syllables_per_token_mean",100.96,"****",0.06,"ns",55.84,"****",0.16,"***",87.29,"****",0.14,"****"
"concreteness","flesch_kincaid_grade",-39.55,"****",0.02,"ns",-33.47,"****",0.14,"**",-50.55,"****",0.14,"****"
"syllables_per_token_mean","concreteness",-100.96,"****",0.06,"ns",-55.84,"****",0.16,"***",-87.29,"****",0.14,"****"
"syllables_per_token_std","rix",-28.71,"****",0.03,"ns",-24.89,"****",0.21,"****",-37.5,"****",0.14,"****"
"proportion_unique_tokens","flesch_kincaid_grade",-60.73,"****",0.17,"***",-47.08,"****",0.17,"***",-74.78,"****",0.14,"****"
"flesch_reading_ease","dependency_distance_mean",4.8,"****",0.03,"ns",7.35,"****",0.2,"****",8.7,"****",0.14,"****"
"flesch_kincaid_grade","concreteness",39.55,"****",0.02,"ns",33.47,"****",0.14,"**",50.55,"****",0.14,"****"
"flesch_kincaid_grade","proportion_unique_tokens",60.73,"****",0.17,"***",47.08,"****",0.17,"***",74.78,"****",0.14,"****"
"rix","syllables_per_token_std",28.71,"****",0.03,"ns",24.89,"****",0.21,"****",37.5,"****",0.14,"****"
"dependency_distance_mean","flesch_reading_ease",-4.8,"****",0.03,"ns",-7.35,"****",0.2,"****",-8.7,"****",0.14,"****"
"concreteness","token_length_mean",-21.99,"****",0.1,"*",-31.32,"****",0.19,"****",-35.55,"****",0.15,"****"
"concreteness","token_length_median",-9.94,"****",0.12,"*",-19.7,"****",0.2,"****",-20.34,"****",0.15,"****"
"concreteness","gunning_fog",-43.11,"****",0.04,"ns",-36.52,"****",0.18,"***",-55.4,"****",0.15,"****"
"concreteness","automated_readability_index",-38.79,"****",0.06,"ns",-33.04,"****",0.17,"***",-49.87,"****",0.15,"****"
"token_length_mean","concreteness",21.99,"****",0.1,"*",31.32,"****",0.19,"****",35.55,"****",0.15,"****"
"token_length_median","concreteness",9.94,"****",0.12,"*",19.7,"****",0.2,"****",20.34,"****",0.15,"****"
"sentence_length_std","timeTaken",-39.71,"****",0.09,"ns",-39.68,"****",0.22,"****",-56.17,"****",0.15,"****"
"proportion_unique_tokens","gunning_fog",-59,"****",0.19,"****",-46.69,"****",0.18,"***",-73.56,"****",0.15,"****"
"proportion_unique_tokens","coleman_liau_index",-64.99,"****",0.21,"****",-50.86,"****",0.15,"**",-80.43,"****",0.15,"****"
"gunning_fog","concreteness",43.11,"****",0.04,"ns",36.52,"****",0.18,"***",55.4,"****",0.15,"****"
"gunning_fog","proportion_unique_tokens",59,"****",0.19,"****",46.69,"****",0.18,"***",73.56,"****",0.15,"****"
"automated_readability_index","concreteness",38.79,"****",0.06,"ns",33.04,"****",0.17,"***",49.87,"****",0.15,"****"
"coleman_liau_index","proportion_unique_tokens",64.99,"****",0.21,"****",50.86,"****",0.15,"**",80.43,"****",0.15,"****"
"timeTaken","sentence_length_std",39.71,"****",0.09,"ns",39.68,"****",0.22,"****",56.17,"****",0.15,"****"
"concreteness","syllables_per_token_median",93.17,"****",0.03,"ns",53.56,"****",0.21,"****",85.28,"****",0.16,"****"
"token_length_std","rix",-2.68,"**",0.03,"ns",-0.56,"ns",0.24,"****",-2.3,"*",0.16,"****"
"syllables_per_token_median","concreteness",-93.17,"****",0.03,"ns",-53.56,"****",0.21,"****",-85.28,"****",0.16,"****"
"flesch_reading_ease","dependency_distance_std",6.06,"****",0.11,"*",8.42,"****",0.2,"****",10.31,"****",0.16,"****"
"rix","token_length_std",2.68,"**",0.03,"ns",0.56,"ns",0.24,"****",2.3,"*",0.16,"****"
"dependency_distance_std","flesch_reading_ease",-6.06,"****",0.11,"*",-8.42,"****",0.2,"****",-10.31,"****",0.16,"****"
"concreteness","lix",-69.97,"****",0.08,"ns",-54.13,"****",0.17,"***",-85.69,"****",0.17,"****"
"sentence_length_median","flesch_reading_ease",-0.59,"ns",0.14,"**",-4.25,"****",0.22,"****",-3.64,"***",0.17,"****"
"syllables_per_token_median","age",-73.95,"****",0.14,"**",-74.15,"****",0.2,"****",-104.77,"****",0.17,"****"
"proportion_unique_tokens","lix",-76.49,"****",0.23,"****",-58.13,"****",0.18,"***",-92.92,"****",0.17,"****"
"n_sentences","flesch_reading_ease",-5.2,"****",0.15,"**",-7.69,"****",0.18,"***",-9.21,"****",0.17,"****"
"flesch_reading_ease","sentence_length_median",0.59,"ns",0.14,"**",4.25,"****",0.22,"****",3.64,"***",0.17,"****"
"flesch_reading_ease","n_sentences",5.2,"****",0.15,"**",7.69,"****",0.18,"***",9.21,"****",0.17,"****"
"lix","concreteness",69.97,"****",0.08,"ns",54.13,"****",0.17,"***",85.69,"****",0.17,"****"
"lix","proportion_unique_tokens",76.49,"****",0.23,"****",58.13,"****",0.18,"***",92.92,"****",0.17,"****"
"age","syllables_per_token_median",73.95,"****",0.14,"**",74.15,"****",0.2,"****",104.77,"****",0.17,"****"
"sentence_length_mean","flesch_reading_ease",-0.57,"ns",0.14,"**",-4.24,"****",0.22,"****",-3.61,"***",0.18,"****"
"syllables_per_token_mean","rix",-17.06,"****",0.13,"**",-12,"****",0.2,"****",-20.4,"****",0.18,"****"
"syllables_per_token_std","n_characters",-52.47,"****",0.07,"ns",-50.28,"****",0.26,"****",-72.48,"****",0.18,"****"
"n_characters","syllables_per_token_std",52.47,"****",0.07,"ns",50.28,"****",0.26,"****",72.48,"****",0.18,"****"
"flesch_reading_ease","sentence_length_mean",0.57,"ns",0.14,"**",4.24,"****",0.22,"****",3.61,"***",0.18,"****"
"rix","syllables_per_token_mean",17.06,"****",0.13,"**",12,"****",0.2,"****",20.4,"****",0.18,"****"
"sentiment","valence",-206.58,"****",0.11,"*",-125.88,"****",0.22,"****",-214.65,"****",0.19,"****"
"valence","sentiment",206.58,"****",0.11,"*",125.88,"****",0.22,"****",214.65,"****",0.19,"****"
"sentence_length_std","flesch_reading_ease",-5.66,"****",0.15,"**",-8.03,"****",0.21,"****",-9.76,"****",0.19,"****"
"flesch_reading_ease","sentence_length_std",5.66,"****",0.15,"**",8.03,"****",0.21,"****",9.76,"****",0.19,"****"
"gunning_fog","age",-28.33,"****",0.18,"***",-28.5,"****",0.2,"****",-40.15,"****",0.19,"****"
"dependency_distance_mean","timeTaken",-39.42,"****",0.28,"****",-39.41,"****",0.12,"*",-55.77,"****",0.19,"****"
"age","gunning_fog",28.33,"****",0.18,"***",28.5,"****",0.2,"****",40.15,"****",0.19,"****"
"timeTaken","dependency_distance_mean",39.42,"****",0.28,"****",39.41,"****",0.12,"*",55.77,"****",0.19,"****"
"arousal","flesch_reading_ease",-4.07,"****",0.14,"**",-6.52,"****",0.21,"****",-7.59,"****",0.2,"****"
"token_length_mean","rix",28.87,"****",0.16,"***",33.25,"****",0.23,"****",43.53,"****",0.2,"****"
"syllables_per_token_median","rix",-18.84,"****",0.16,"***",-14.33,"****",0.21,"****",-23.26,"****",0.2,"****"
"flesch_reading_ease","arousal",4.07,"****",0.14,"**",6.52,"****",0.21,"****",7.59,"****",0.2,"****"
"rix","token_length_mean",-28.87,"****",0.16,"***",-33.25,"****",0.23,"****",-43.53,"****",0.2,"****"
"rix","syllables_per_token_median",18.84,"****",0.16,"***",14.33,"****",0.21,"****",23.26,"****",0.2,"****"
"age","livingArea",-18.98,"****",0.2,"****",-18.98,"****",0.2,"****",-26.86,"****",0.2,"****"
"livingArea","age",18.98,"****",0.2,"****",18.98,"****",0.2,"****",26.86,"****",0.2,"****"
"token_length_median","rix",21.33,"****",0.19,"****",25.39,"****",0.21,"****",32.79,"****",0.21,"****"
"token_length_std","n_characters",-50.89,"****",0.08,"ns",-48.86,"****",0.31,"****",-70.36,"****",0.21,"****"
"syllables_per_token_mean","age",-73.54,"****",0.21,"****",-73.67,"****",0.21,"****",-104.14,"****",0.21,"****"
"syllables_per_token_median","proportion_unique_tokens",40.42,"****",0.26,"****",28.68,"****",0.23,"****",47.56,"****",0.21,"****"
"proportion_unique_tokens","syllables_per_token_median",-40.42,"****",0.26,"****",-28.68,"****",0.23,"****",-47.56,"****",0.21,"****"
"n_characters","token_length_std",50.89,"****",0.08,"ns",48.86,"****",0.31,"****",70.36,"****",0.21,"****"
"flesch_kincaid_grade","age",-39.02,"****",0.18,"***",-39.63,"****",0.24,"****",-55.55,"****",0.21,"****"
"rix","token_length_median",-21.33,"****",0.19,"****",-25.39,"****",0.21,"****",-32.79,"****",0.21,"****"
"age","syllables_per_token_mean",73.54,"****",0.21,"****",73.67,"****",0.21,"****",104.14,"****",0.21,"****"
"age","flesch_kincaid_grade",39.02,"****",0.18,"***",39.63,"****",0.24,"****",55.55,"****",0.21,"****"
"token_length_mean","proportion_unique_tokens",108.51,"****",0.29,"****",88.13,"****",0.2,"****",137.06,"****",0.22,"****"
"token_length_std","gunning_fog",-49.54,"****",0.25,"****",-40.02,"****",0.19,"****",-62.37,"****",0.22,"****"
"syllables_per_token_mean","proportion_unique_tokens",66.16,"****",0.27,"****",51.5,"****",0.23,"****",81.74,"****",0.22,"****"
"proportion_unique_tokens","token_length_mean",-108.51,"****",0.29,"****",-88.13,"****",0.2,"****",-137.06,"****",0.22,"****"
"proportion_unique_tokens","syllables_per_token_mean",-66.16,"****",0.27,"****",-51.5,"****",0.23,"****",-81.74,"****",0.22,"****"
"gunning_fog","token_length_std",49.54,"****",0.25,"****",40.02,"****",0.19,"****",62.37,"****",0.22,"****"
"lix","age",27.76,"****",0.23,"****",20.09,"****",0.22,"****",33.16,"****",0.22,"****"
"age","lix",-27.76,"****",0.23,"****",-20.09,"****",0.22,"****",-33.16,"****",0.22,"****"
"syllables_per_token_std","gunning_fog",-58.16,"****",0.26,"****",-46.32,"****",0.19,"****",-72.73,"****",0.23,"****"
"gunning_fog","syllables_per_token_std",58.16,"****",0.26,"****",46.32,"****",0.19,"****",72.73,"****",0.23,"****"
"rix","timeTaken",-39.05,"****",0.32,"****",-39.19,"****",0.15,"**",-55.35,"****",0.23,"****"
"timeTaken","rix",39.05,"****",0.32,"****",39.19,"****",0.15,"**",55.35,"****",0.23,"****"
"token_length_mean","age",-61.78,"****",0.24,"****",-61.88,"****",0.25,"****",-87.49,"****",0.24,"****"
"token_length_median","proportion_unique_tokens",71.09,"****",0.29,"****",63.08,"****",0.23,"****",94.49,"****",0.24,"****"
"token_length_median","age",-62.57,"****",0.24,"****",-62.72,"****",0.23,"****",-88.64,"****",0.24,"****"
"proportion_unique_tokens","token_length_median",-71.09,"****",0.29,"****",-63.08,"****",0.23,"****",-94.49,"****",0.24,"****"
"age","token_length_mean",61.78,"****",0.24,"****",61.88,"****",0.25,"****",87.49,"****",0.24,"****"
"age","token_length_median",62.57,"****",0.24,"****",62.72,"****",0.23,"****",88.64,"****",0.24,"****"
"imageability","prop_adjacent_dependency_relation_mean",220.54,"****",0.15,"**",146.64,"****",0.17,"***",205.37,"****",0.25,"****"
"automated_readability_index","age",-36.26,"****",0.22,"****",-36.5,"****",0.28,"****",-51.41,"****",0.25,"****"
"coleman_liau_index","age",-24.49,"****",0.22,"****",-25.45,"****",0.28,"****",-35.27,"****",0.25,"****"
"prop_adjacent_dependency_relation_mean","imageability",-220.54,"****",0.15,"**",-146.64,"****",0.17,"***",-205.37,"****",0.25,"****"
"age","automated_readability_index",36.26,"****",0.22,"****",36.5,"****",0.28,"****",51.41,"****",0.25,"****"
"age","coleman_liau_index",24.49,"****",0.22,"****",25.45,"****",0.28,"****",35.27,"****",0.25,"****"
"sentence_length_mean","timeTaken",-37.95,"****",0.35,"****",-38.11,"****",0.18,"***",-53.82,"****",0.26,"****"
"sentence_length_median","timeTaken",-37.96,"****",0.35,"****",-38.12,"****",0.17,"***",-53.82,"****",0.26,"****"
"n_tokens","prop_adjacent_dependency_relation_std",48.77,"****",0.25,"****",46.36,"****",0.28,"****",67.23,"****",0.26,"****"
"prop_adjacent_dependency_relation_std","n_tokens",-48.77,"****",0.25,"****",-46.36,"****",0.28,"****",-67.23,"****",0.26,"****"
"timeTaken","sentence_length_mean",37.95,"****",0.35,"****",38.11,"****",0.18,"***",53.82,"****",0.26,"****"
"timeTaken","sentence_length_median",37.96,"****",0.35,"****",38.12,"****",0.17,"***",53.82,"****",0.26,"****"
"concreteness","prop_adjacent_dependency_relation_mean",188.51,"****",0.16,"***",118.62,"****",0.2,"****",159.91,"****",0.27,"****"
"n_unique_tokens","prop_adjacent_dependency_relation_std",51.91,"****",0.26,"****",47.5,"****",0.28,"****",70.16,"****",0.27,"****"
"n_characters","prop_adjacent_dependency_relation_std",53.24,"****",0.27,"****",51,"****",0.28,"****",73.53,"****",0.27,"****"
"prop_adjacent_dependency_relation_mean","concreteness",-188.51,"****",0.16,"***",-118.62,"****",0.2,"****",-159.91,"****",0.27,"****"
"prop_adjacent_dependency_relation_std","n_unique_tokens",-51.91,"****",0.26,"****",-47.5,"****",0.28,"****",-70.16,"****",0.27,"****"
"prop_adjacent_dependency_relation_std","n_characters",-53.24,"****",0.27,"****",-51,"****",0.28,"****",-73.53,"****",0.27,"****"
"n_tokens","rix",31.16,"****",0.33,"****",31.71,"****",0.32,"****",44.37,"****",0.32,"****"
"rix","n_tokens",-31.16,"****",0.33,"****",-31.71,"****",0.32,"****",-44.37,"****",0.32,"****"
"n_unique_tokens","flesch_reading_ease",1.01,"ns",0.28,"****",-2.61,"**",0.38,"****",-1.36,"ns",0.33,"****"
"n_unique_tokens","rix",31.82,"****",0.34,"****",32,"****",0.32,"****",45.06,"****",0.33,"****"
"flesch_reading_ease","n_unique_tokens",-1.01,"ns",0.28,"****",2.61,"**",0.38,"****",1.36,"ns",0.33,"****"
"rix","n_unique_tokens",-31.82,"****",0.34,"****",-32,"****",0.32,"****",-45.06,"****",0.33,"****"
"n_tokens","flesch_reading_ease",1.39,"ns",0.29,"****",-2.46,"*",0.38,"****",-0.99,"ns",0.34,"****"
"flesch_reading_ease","n_tokens",-1.39,"ns",0.29,"****",2.46,"*",0.38,"****",0.99,"ns",0.34,"****"
"age","income",-32.38,"****",0.34,"****",-32.38,"****",0.34,"****",-45.81,"****",0.34,"****"
"income","age",32.38,"****",0.34,"****",32.38,"****",0.34,"****",45.81,"****",0.34,"****"
"n_tokens","dependency_distance_std",48.18,"****",0.34,"****",45.63,"****",0.38,"****",66.29,"****",0.35,"****"
"n_characters","dependency_distance_mean",51.83,"****",0.39,"****",49.51,"****",0.34,"****",71.49,"****",0.35,"****"
"n_characters","dependency_distance_std",53.15,"****",0.35,"****",50.89,"****",0.37,"****",73.39,"****",0.35,"****"
"dependency_distance_mean","n_characters",-51.83,"****",0.39,"****",-49.51,"****",0.34,"****",-71.49,"****",0.35,"****"
"dependency_distance_std","n_tokens",-48.18,"****",0.34,"****",-45.63,"****",0.38,"****",-66.29,"****",0.35,"****"
"dependency_distance_std","n_characters",-53.15,"****",0.35,"****",-50.89,"****",0.37,"****",-73.39,"****",0.35,"****"
"token_length_mean","syllables_per_token_std",99.67,"****",0.42,"****",83.11,"****",0.31,"****",127.59,"****",0.36,"****"
"syllables_per_token_std","token_length_mean",-99.67,"****",0.42,"****",-83.11,"****",0.31,"****",-127.59,"****",0.36,"****"
"n_unique_tokens","dependency_distance_std",51.24,"****",0.35,"****",46.72,"****",0.38,"****",69.13,"****",0.36,"****"
"dependency_distance_std","n_unique_tokens",-51.24,"****",0.35,"****",-46.72,"****",0.38,"****",-69.13,"****",0.36,"****"
"n_tokens","dependency_distance_mean",39.73,"****",0.38,"****",36.99,"****",0.38,"****",54.21,"****",0.37,"****"
"dependency_distance_mean","n_tokens",-39.73,"****",0.38,"****",-36.99,"****",0.38,"****",-54.21,"****",0.37,"****"
"syllables_per_token_std","automated_readability_index",-56.7,"****",0.41,"****",-44.72,"****",0.35,"****",-70.52,"****",0.38,"****"
"n_unique_tokens","dependency_distance_mean",41.69,"****",0.38,"****",37.61,"****",0.38,"****",55.94,"****",0.38,"****"
"automated_readability_index","syllables_per_token_std",56.7,"****",0.41,"****",44.72,"****",0.35,"****",70.52,"****",0.38,"****"
"dependency_distance_mean","n_unique_tokens",-41.69,"****",0.38,"****",-37.61,"****",0.38,"****",-55.94,"****",0.38,"****"
"n_tokens","timeTaken",-37.27,"****",0.38,"****",-37.36,"****",0.4,"****",-52.8,"****",0.39,"****"
"n_unique_tokens","timeTaken",-37.41,"****",0.38,"****",-37.43,"****",0.4,"****",-52.95,"****",0.39,"****"
"timeTaken","n_tokens",37.27,"****",0.38,"****",37.36,"****",0.4,"****",52.8,"****",0.39,"****"
"timeTaken","n_unique_tokens",37.41,"****",0.38,"****",37.43,"****",0.4,"****",52.95,"****",0.39,"****"
"token_length_std","syllables_per_token_mean",26.92,"****",0.47,"****",18.76,"****",0.34,"****",31.53,"****",0.4,"****"
"syllables_per_token_mean","token_length_std",-26.92,"****",0.47,"****",-18.76,"****",0.34,"****",-31.53,"****",0.4,"****"
"gunning_fog","rix",46.97,"****",0.44,"****",39.11,"****",0.38,"****",60.09,"****",0.41,"****"
